,Location,Type,Start,End,Duration
5990,Location 13,Wet,2018-11-29,2018-11-30,2
5991,Location 13,Dry,2018-12-01,2018-12-05,5
5992,Location 13,Wet,2018-12-06,2018-12-07,2
5993,Location 13,Dry,2018-12-08,2018-12-24,17
5994,Location 13,Wet,2018-12-25,2018-12-26,2
5995,Location 13,Dry,2018-12-27,2019-01-05,10
5996,Location 13,Wet,2019-01-06,2019-01-07,2
5997,Location 13,Dry,2019-01-08,2019-01-08,1
5998,Location 13,Wet,2019-01-09,2019-01-09,1
5999,Location 13,Dry,2019-01-10,2019-01-11,2
6000,Location 13,Wet,2019-01-12,2019-01-12,1
6001,Location 13,Dry,2019-01-13,2019-01-14,2
6002,Location 13,Wet,2019-01-15,2019-01-17,3
6003,Location 13,Dry,2019-01-18,2019-01-20,3
6004,Location 13,Wet,2019-01-21,2019-01-21,1
6005,Location 13,Dry,2019-01-22,2019-01-30,9
6006,Location 13,Wet,2019-01-31,2019-01-31,1
6007,Location 13,Dry,2019-02-01,2019-02-01,1
6008,Location 13,Wet,2019-02-02,2019-02-05,4
6009,Location 13,Dry,2019-02-06,2019-02-08,3
6010,Location 13,Wet,2019-02-09,2019-02-10,2
6011,Location 13,Dry,2019-02-11,2019-02-12,2
6012,Location 13,Wet,2019-02-13,2019-02-17,5
6013,Location 13,Dry,2019-02-18,2019-02-26,9
6014,Location 13,Wet,2019-02-27,2019-02-27,1
6015,Location 13,Dry,2019-02-28,2019-03-01,2
6016,Location 13,Wet,2019-03-02,2019-03-03,2
6017,Location 13,Dry,2019-03-04,2019-03-05,2
6018,Location 13,Wet,2019-03-06,2019-03-08,3
6019,Location 13,Dry,2019-03-09,2019-03-09,1
6020,Location 13,Wet,2019-03-10,2019-03-10,1
6021,Location 13,Dry,2019-03-11,2019-03-19,9
6022,Location 13,Wet,2019-03-20,2019-03-21,2
6023,Location 13,Dry,2019-03-22,2019-03-22,1
6024,Location 13,Wet,2019-03-23,2019-03-23,1
6025,Location 13,Dry,2019-03-24,2019-03-25,2
6026,Location 13,Wet,2019-03-26,2019-03-26,1
6027,Location 13,Dry,2019-03-27,2019-03-27,1
6028,Location 13,Wet,2019-03-28,2019-03-28,1
6029,Location 13,Dry,2019-03-29,2019-04-05,8
6030,Location 13,Wet,2019-04-06,2019-04-06,1
6031,Location 13,Dry,2019-04-07,2019-04-15,9
6032,Location 13,Wet,2019-04-16,2019-04-16,1
6033,Location 13,Dry,2019-04-17,2019-05-15,29
6034,Location 13,Wet,2019-05-16,2019-05-17,2
6035,Location 13,Dry,2019-05-18,2019-05-18,1
6036,Location 13,Wet,2019-05-19,2019-05-21,3
6037,Location 13,Dry,2019-05-22,2019-11-26,189
6038,Location 13,Wet,2019-11-27,2019-11-28,2
6039,Location 13,Dry,2019-11-29,2019-11-30,2
6040,Location 13,Wet,2019-12-01,2019-12-05,5
6041,Location 13,Dry,2019-12-06,2019-12-07,2
6042,Location 13,Wet,2019-12-08,2019-12-09,2
6043,Location 13,Dry,2019-12-10,2019-12-17,8
6044,Location 13,Wet,2019-12-18,2019-12-19,2
6045,Location 13,Dry,2019-12-20,2019-12-21,2
6046,Location 13,Wet,2019-12-22,2019-12-23,2
6047,Location 13,Dry,2019-12-24,2019-12-24,1
6048,Location 13,Wet,2019-12-25,2019-12-26,2
6049,Location 13,Dry,2019-12-27,2019-12-29,3
6050,Location 13,Wet,2019-12-30,2019-12-30,1
6051,Location 13,Dry,2019-12-31,2019-12-31,1
6052,Location 13,Wet,2019-01-01,2019-01-01,1
6053,Location 13,Dry,2019-01-02,2019-01-05,4
6054,Location 13,Wet,2019-01-06,2019-01-07,2
6055,Location 13,Dry,2019-01-08,2019-01-11,4
6056,Location 13,Wet,2019-01-12,2019-01-13,2
6057,Location 13,Dry,2019-01-14,2019-01-14,1
6058,Location 13,Wet,2019-01-15,2019-01-18,4
6059,Location 13,Dry,2019-01-19,2019-01-31,13
6060,Location 13,Wet,2019-02-01,2019-02-01,1
6061,Location 13,Dry,2019-02-02,2019-02-02,1
6062,Location 13,Wet,2019-02-03,2019-02-06,4
6063,Location 13,Dry,2019-02-07,2019-02-10,4
6064,Location 13,Wet,2019-02-11,2019-02-11,1
6065,Location 13,Dry,2019-02-12,2019-02-13,2
6066,Location 13,Wet,2019-02-14,2019-02-16,3
6067,Location 13,Dry,2019-02-17,2019-02-17,1
6068,Location 13,Wet,2019-02-18,2019-02-18,1
6069,Location 13,Dry,2019-02-19,2019-02-20,2
6070,Location 13,Wet,2019-02-21,2019-02-22,2
6071,Location 13,Dry,2019-02-23,2019-03-02,8
6072,Location 13,Wet,2019-03-03,2019-03-03,1
6073,Location 13,Dry,2019-03-04,2019-03-06,3
6074,Location 13,Wet,2019-03-07,2019-03-07,1
6075,Location 13,Dry,2019-03-08,2019-03-11,4
6076,Location 13,Wet,2019-03-12,2019-03-12,1
6077,Location 13,Dry,2019-03-13,2019-03-20,8
6078,Location 13,Wet,2019-03-21,2019-03-21,1
6079,Location 13,Dry,2019-03-22,2019-04-29,39
6080,Location 13,Wet,2019-04-30,2019-05-01,2
6081,Location 13,Dry,2019-05-02,2019-05-05,4
6082,Location 13,Wet,2019-05-06,2019-05-06,1
6083,Location 13,Dry,2019-05-07,2019-05-16,10
6084,Location 13,Wet,2019-05-17,2019-05-17,1
6085,Location 13,Dry,2019-05-18,2019-05-19,2
6086,Location 13,Wet,2019-05-20,2019-05-20,1
6087,Location 13,Dry,2019-05-21,2019-05-22,2
6088,Location 13,Wet,2019-05-23,2019-05-23,1
6089,Location 13,Dry,2019-05-24,2019-05-26,3
6090,Location 13,Wet,2019-05-27,2019-05-27,1
6091,Location 13,Dry,2019-05-28,2019-11-19,176
6092,Location 13,Wet,2019-11-20,2019-11-21,2
6093,Location 13,Dry,2019-11-22,2019-11-27,6
6094,Location 13,Wet,2019-11-28,2019-11-30,3
6095,Location 13,Dry,2019-12-01,2019-12-03,3
6096,Location 13,Wet,2019-12-04,2019-12-05,2
6097,Location 13,Dry,2019-12-06,2019-12-06,1
6098,Location 13,Wet,2019-12-07,2019-12-09,3
6099,Location 13,Dry,2019-12-10,2019-12-23,14
6100,Location 13,Wet,2019-12-24,2019-12-24,1
6101,Location 13,Dry,2019-12-25,2019-12-25,1
6102,Location 13,Wet,2019-12-26,2019-12-27,2
6103,Location 13,Dry,2019-12-28,2020-01-08,12
6104,Location 13,Wet,2020-01-09,2020-01-10,2
6105,Location 13,Dry,2020-01-11,2020-01-16,6
6106,Location 13,Wet,2020-01-17,2020-01-17,1
6107,Location 13,Dry,2020-01-18,2020-01-21,4
6108,Location 13,Wet,2020-01-22,2020-01-22,1
6109,Location 13,Dry,2020-01-23,2020-03-14,52
6110,Location 13,Wet,2020-03-15,2020-03-16,2
6111,Location 13,Dry,2020-03-17,2020-03-24,8
6112,Location 13,Wet,2020-03-25,2020-03-25,1
6113,Location 13,Dry,2020-03-26,2020-04-04,10
6114,Location 13,Wet,2020-04-05,2020-04-07,3
6115,Location 13,Dry,2020-04-08,2020-04-09,2
6116,Location 13,Wet,2020-04-10,2020-04-10,1
6117,Location 13,Dry,2020-04-11,2020-05-11,31
6118,Location 13,Wet,2020-05-12,2020-05-12,1
6119,Location 13,Dry,2020-05-13,2020-05-17,5
6120,Location 13,Wet,2020-05-18,2020-05-18,1
6121,Location 13,Dry,2020-05-19,2020-05-30,12
6122,Location 13,Wet,2020-05-31,2020-05-31,1
6123,Location 13,Dry,2020-06-01,2020-11-13,166
6124,Location 13,Wet,2020-11-14,2020-11-14,1
6125,Location 13,Dry,2020-11-15,2020-11-17,3
6126,Location 13,Wet,2020-11-18,2020-11-18,1
6127,Location 13,Dry,2020-11-19,2020-12-11,23
6128,Location 13,Wet,2020-12-12,2020-12-12,1
6129,Location 13,Dry,2020-12-13,2020-12-13,1
6130,Location 13,Wet,2020-12-14,2020-12-14,1
6131,Location 13,Dry,2020-12-15,2020-12-16,2
6132,Location 13,Wet,2020-12-17,2020-12-17,1
6133,Location 13,Dry,2020-12-18,2020-12-25,8
6134,Location 13,Wet,2020-12-26,2020-12-26,1
6135,Location 13,Dry,2020-12-27,2020-12-27,1
6136,Location 13,Wet,2020-12-28,2020-12-28,1
6137,Location 13,Dry,2020-12-29,2020-12-30,2
6138,Location 13,Wet,2020-12-31,2020-12-31,1
6139,Location 13,Dry,2020-01-01,2020-01-16,16
6140,Location 13,Wet,2020-01-17,2020-01-17,1
6141,Location 13,Dry,2020-01-18,2020-01-20,3
6142,Location 13,Wet,2020-01-21,2020-01-21,1
6143,Location 13,Dry,2020-01-22,2020-02-09,19
6144,Location 13,Wet,2020-02-10,2020-02-10,1
6145,Location 13,Dry,2020-02-11,2020-02-22,12
6146,Location 13,Wet,2020-02-23,2020-02-23,1
6147,Location 13,Dry,2020-02-24,2020-03-09,15
6148,Location 13,Wet,2020-03-10,2020-03-14,5
6149,Location 13,Dry,2020-03-15,2020-03-16,2
6150,Location 13,Wet,2020-03-17,2020-03-17,1
6151,Location 13,Dry,2020-03-18,2020-03-18,1
6152,Location 13,Wet,2020-03-19,2020-03-20,2
6153,Location 13,Dry,2020-03-21,2020-03-22,2
6154,Location 13,Wet,2020-03-23,2020-03-24,2
6155,Location 13,Dry,2020-03-25,2020-04-05,12
6156,Location 13,Wet,2020-04-06,2020-04-11,6
6157,Location 13,Dry,2020-04-12,2020-06-05,55
6158,Location 13,Wet,2020-06-06,2020-06-06,1
6159,Location 13,Dry,2020-06-07,2020-11-07,154
6160,Location 13,Wet,2020-11-08,2020-11-09,2
6161,Location 13,Dry,2020-11-10,2020-12-27,48
6162,Location 13,Wet,2020-12-28,2020-12-29,2
6163,Location 13,Dry,2020-12-30,2021-01-22,24
6164,Location 13,Wet,2021-01-23,2021-01-26,4
6165,Location 13,Dry,2021-01-27,2021-01-28,2
6166,Location 13,Wet,2021-01-29,2021-01-30,2
6167,Location 13,Dry,2021-01-31,2021-02-12,13
6168,Location 13,Wet,2021-02-13,2021-02-13,1
6169,Location 13,Dry,2021-02-14,2021-03-03,18
6170,Location 13,Wet,2021-03-04,2021-03-04,1
6171,Location 13,Dry,2021-03-05,2021-03-09,5
6172,Location 13,Wet,2021-03-10,2021-03-11,2
6173,Location 13,Dry,2021-03-12,2021-03-15,4
6174,Location 13,Wet,2021-03-16,2021-03-16,1
6175,Location 13,Dry,2021-03-17,2021-03-25,9
6176,Location 13,Wet,2021-03-26,2021-03-26,1
6177,Location 13,Dry,2021-03-27,2021-07-26,122
6178,Location 13,Wet,2021-07-27,2021-07-27,1
6179,Location 13,Dry,2021-07-28,2021-10-04,69
6180,Location 13,Wet,2021-10-05,2021-10-05,1
6181,Location 13,Dry,2021-10-06,2021-10-07,2
6182,Location 13,Wet,2021-10-08,2021-10-09,2
6183,Location 13,Dry,2021-10-10,2021-10-25,16
6184,Location 13,Wet,2021-10-26,2021-10-26,1
6185,Location 13,Dry,2021-10-27,2021-12-09,44
6186,Location 13,Wet,2021-12-10,2021-12-10,1
6187,Location 13,Dry,2021-12-11,2021-12-14,4
6188,Location 13,Wet,2021-12-15,2021-12-15,1
6189,Location 13,Dry,2021-12-16,2021-12-23,8
6190,Location 13,Wet,2021-12-24,2021-12-26,3
6191,Location 13,Dry,2021-12-27,2021-12-27,1
6192,Location 13,Wet,2021-12-28,2021-12-28,1
6193,Location 13,Dry,2021-12-29,2021-12-29,1
6194,Location 13,Wet,2021-12-30,2021-12-30,1
6195,Location 13,Dry,2021-12-31,2022-03-19,79
6196,Location 13,Wet,2022-03-20,2022-03-20,1
6197,Location 13,Dry,2022-03-21,2022-03-27,7
6198,Location 13,Wet,2022-03-28,2022-03-28,1
6199,Location 13,Dry,2022-03-29,2022-04-11,14
6200,Location 13,Wet,2022-04-12,2022-04-12,1
6201,Location 13,Dry,2022-04-13,2022-04-15,3
6202,Location 13,Wet,2022-04-16,2022-04-17,2
6203,Location 13,Dry,2022-04-18,2022-04-20,3
6204,Location 13,Wet,2022-04-21,2022-04-22,2
6205,Location 13,Dry,2022-04-23,2022-09-18,149
6206,Location 13,Wet,2022-09-19,2022-09-19,1
6207,Location 13,Dry,2022-09-20,2022-11-01,43
6208,Location 13,Wet,2022-11-02,2022-11-02,1
6209,Location 13,Dry,2022-11-03,2022-11-06,4
6210,Location 13,Wet,2022-11-07,2022-11-10,4
6211,Location 13,Dry,2022-11-11,2022-12-01,21
6212,Location 13,Wet,2022-12-02,2022-12-02,1
6213,Location 13,Dry,2022-12-03,2022-12-03,1
6214,Location 13,Wet,2022-12-04,2022-12-04,1
6215,Location 13,Dry,2022-12-05,2022-12-05,1
6216,Location 13,Wet,2022-12-06,2022-12-06,1
6217,Location 13,Dry,2022-12-07,2022-12-08,2
6218,Location 13,Wet,2022-12-09,2022-12-12,4
6219,Location 13,Dry,2022-12-13,2022-12-26,14
6220,Location 13,Wet,2022-12-27,2022-12-31,5
6221,Location 13,Dry,2022-01-01,2022-01-17,17
6222,Location 13,Wet,2022-01-18,2022-01-18,1
6223,Location 13,Dry,2022-01-19,2022-02-15,28
6224,Location 13,Wet,2022-02-16,2022-02-16,1
6225,Location 13,Dry,2022-02-17,2022-02-22,6
6226,Location 13,Wet,2022-02-23,2022-02-24,2
6227,Location 13,Dry,2022-02-25,2022-03-03,7
6228,Location 13,Wet,2022-03-04,2022-03-05,2
6229,Location 13,Dry,2022-03-06,2022-03-19,14
6230,Location 13,Wet,2022-03-20,2022-03-20,1
6231,Location 13,Dry,2022-03-21,2022-03-28,8
6232,Location 13,Wet,2022-03-29,2022-03-29,1
6233,Location 13,Dry,2022-03-30,2022-04-21,23
6234,Location 13,Wet,2022-04-22,2022-04-22,1
6235,Location 13,Dry,2022-04-23,2022-09-09,140
6236,Location 13,Wet,2022-09-10,2022-09-10,1
6237,Location 13,Dry,2022-09-11,2022-09-11,1
6238,Location 13,Wet,2022-09-12,2022-09-12,1
6239,Location 13,Dry,2022-09-13,2022-10-11,29
6240,Location 13,Wet,2022-10-12,2022-10-12,1
6241,Location 13,Dry,2022-10-13,2022-10-15,3
6242,Location 13,Wet,2022-10-16,2022-10-16,1
6243,Location 13,Dry,2022-10-17,2022-10-22,6
6244,Location 13,Wet,2022-10-23,2022-10-23,1
6245,Location 13,Dry,2022-10-24,2022-11-07,15
6246,Location 13,Wet,2022-11-08,2022-11-09,2
6247,Location 13,Dry,2022-11-10,2022-12-11,32
6248,Location 13,Wet,2022-12-12,2022-12-13,2
6249,Location 13,Dry,2022-12-14,2022-12-27,14
6250,Location 13,Wet,2022-12-28,2022-12-28,1
6251,Location 13,Dry,2022-12-29,2022-12-31,3
6252,Location 13,Wet,2023-01-01,2023-01-01,1
6253,Location 13,Dry,2023-01-02,2023-01-02,1
6254,Location 13,Wet,2023-01-03,2023-01-06,4
6255,Location 13,Dry,2023-01-07,2023-01-07,1
6256,Location 13,Wet,2023-01-08,2023-01-12,5
6257,Location 13,Dry,2023-01-13,2023-01-13,1
6258,Location 13,Wet,2023-01-14,2023-01-17,4
6259,Location 13,Dry,2023-01-18,2023-02-04,18
6260,Location 13,Wet,2023-02-05,2023-02-06,2
6261,Location 13,Dry,2023-02-07,2023-02-23,17
6262,Location 13,Wet,2023-02-24,2023-02-25,2
6263,Location 13,Dry,2023-02-26,2023-02-26,1
6264,Location 13,Wet,2023-02-27,2023-03-01,3
6265,Location 13,Dry,2023-03-02,2023-03-04,3
6266,Location 13,Wet,2023-03-05,2023-03-06,2
6267,Location 13,Dry,2023-03-07,2023-03-09,3
6268,Location 13,Wet,2023-03-10,2023-03-15,6
6269,Location 13,Dry,2023-03-16,2023-03-18,3
6270,Location 13,Wet,2023-03-19,2023-03-19,1
6271,Location 13,Dry,2023-03-20,2023-03-21,2
6272,Location 13,Wet,2023-03-22,2023-03-23,2
6273,Location 13,Dry,2023-03-24,2023-03-28,5
6274,Location 13,Wet,2023-03-29,2023-03-30,2
6275,Location 13,Dry,2023-03-31,2023-05-01,32
6276,Location 13,Wet,2023-05-02,2023-05-03,2
6277,Location 13,Dry,2023-05-04,2023-10-22,172
6278,Location 13,Wet,2023-10-23,2023-10-23,1
6279,Location 13,Dry,2023-10-24,2023-11-05,13
6280,Location 13,Wet,2023-11-06,2023-11-06,1
6281,Location 13,Dry,2023-11-07,2023-11-15,9
6282,Location 13,Wet,2023-11-16,2023-11-16,1
6283,Location 13,Dry,2023-11-17,2023-11-17,1
6284,Location 13,Wet,2023-11-18,2023-11-19,2
6285,Location 13,Dry,2023-11-20,2023-12-06,17
6286,Location 13,Wet,2023-12-07,2023-12-07,1
6287,Location 13,Dry,2023-12-08,2023-12-17,10
6288,Location 13,Wet,2023-12-18,2023-12-21,4
6289,Location 13,Dry,2023-12-22,2023-12-26,5
6290,Location 13,Wet,2023-01-01,2023-12-31,365
6291,Location 13,Dry,2023-01-07,2023-01-09,3
6292,Location 13,Wet,2023-01-10,2023-01-11,2
6293,Location 13,Dry,2023-01-12,2023-01-14,3
6294,Location 13,Wet,2023-01-15,2023-01-17,3
6295,Location 13,Dry,2023-01-18,2023-01-29,12
6296,Location 13,Wet,2023-01-30,2023-01-31,2
6297,Location 13,Dry,2023-02-01,2023-02-14,14
6298,Location 13,Wet,2023-02-15,2023-02-15,1
6299,Location 13,Dry,2023-02-16,2023-02-22,7
6300,Location 13,Wet,2023-02-23,2023-02-26,4
6301,Location 13,Dry,2023-02-27,2023-02-27,1
6302,Location 13,Wet,2023-02-28,2023-03-02,3
6303,Location 13,Dry,2023-03-03,2023-03-10,8
6304,Location 13,Wet,2023-03-11,2023-03-11,1
6305,Location 13,Dry,2023-03-12,2023-03-14,3
6306,Location 13,Wet,2023-03-15,2023-03-16,2
6307,Location 13,Dry,2023-03-17,2023-03-19,3
6308,Location 13,Wet,2023-03-20,2023-03-24,5
6309,Location 13,Dry,2023-03-25,2023-03-29,5
6310,Location 13,Wet,2023-03-30,2023-03-31,2
6311,Location 13,Dry,2023-04-01,2023-05-03,33
6312,Location 13,Wet,2023-05-04,2023-05-05,2
6313,Location 13,Dry,2023-05-06,2023-06-11,37
6314,Location 13,Wet,2023-06-12,2023-06-12,1
6315,Location 13,Dry,2023-06-13,2023-08-19,68
6316,Location 13,Wet,2023-08-20,2023-08-21,2
6317,Location 13,Dry,2023-08-22,2023-09-30,40
6318,Location 13,Wet,2023-10-01,2023-10-01,1
6319,Location 13,Dry,2023-10-02,2023-11-15,45
6320,Location 13,Wet,2023-11-16,2023-11-16,1
6321,Location 13,Dry,2023-11-17,2023-11-29,13
6322,Location 13,Wet,2023-11-30,2023-11-30,1
6323,Location 13,Dry,2023-12-01,2023-12-20,20
6324,Location 13,Wet,2023-12-21,2023-12-22,2
6325,Location 13,Dry,2023-12-23,2023-12-30,8
6326,Location 13,Wet,2023-12-31,2023-12-31,1
6327,Location 13,Dry,2024-01-01,2024-01-02,2
6328,Location 13,Wet,2024-01-03,2024-01-03,1
6329,Location 13,Dry,2024-01-04,2024-01-06,3
6330,Location 13,Wet,2024-01-07,2024-01-07,1
6331,Location 13,Dry,2024-01-08,2024-01-10,3
6332,Location 13,Wet,2024-01-11,2024-01-11,1
6333,Location 13,Dry,2024-01-12,2024-01-13,2
6334,Location 13,Wet,2024-01-14,2024-01-14,1
6335,Location 13,Dry,2024-01-15,2024-01-16,2
6336,Location 13,Wet,2024-01-17,2024-01-17,1
6337,Location 13,Dry,2024-01-18,2024-01-20,3
6338,Location 13,Wet,2024-01-21,2024-01-25,5
6339,Location 13,Dry,2024-01-26,2024-01-31,6
6340,Location 13,Wet,2024-02-01,2024-02-06,6
6341,Location 13,Dry,2024-02-07,2024-02-07,1
6342,Location 13,Wet,2024-02-08,2024-02-08,1
6343,Location 13,Dry,2024-02-09,2024-02-14,6
6344,Location 13,Wet,2024-02-15,2024-02-15,1
6345,Location 13,Dry,2024-02-16,2024-02-17,2
6346,Location 13,Wet,2024-02-18,2024-02-19,2
6347,Location 13,Dry,2024-02-20,2024-02-20,1
6348,Location 13,Wet,2024-02-21,2024-02-21,1
6349,Location 13,Dry,2024-02-22,2024-02-29,8
6350,Location 13,Wet,2024-03-01,2024-03-04,4
6351,Location 13,Dry,2024-03-05,2024-03-05,1
6352,Location 13,Wet,2024-03-06,2024-03-07,2
6353,Location 13,Dry,2024-03-08,2024-03-22,15
6354,Location 13,Wet,2024-03-23,2024-03-24,2
6355,Location 13,Dry,2024-03-25,2024-03-27,3
6356,Location 13,Wet,2024-03-28,2024-03-28,1
6357,Location 13,Dry,2024-03-29,2024-03-29,1
6358,Location 13,Wet,2024-03-30,2024-03-31,2
6359,Location 13,Dry,2024-04-01,2024-04-04,4
6360,Location 13,Wet,2024-04-05,2024-04-05,1
6361,Location 13,Dry,2024-04-06,2024-04-12,7
6362,Location 13,Wet,2024-04-13,2024-04-14,2
6363,Location 13,Dry,2024-04-15,2024-05-04,20
6364,Location 13,Wet,2024-05-05,2024-05-05,1
6365,Location 13,Dry,2024-05-06,2024-11-01,180
6366,Location 13,Wet,2024-11-02,2024-11-02,1
6367,Location 13,Dry,2024-11-03,2024-11-11,9
6368,Location 13,Wet,2024-11-12,2024-11-12,1
6369,Location 13,Dry,2024-11-13,2024-11-22,10
6370,Location 13,Wet,2024-11-23,2024-11-23,1
6371,Location 13,Dry,2024-11-24,2024-11-24,1
6372,Location 13,Wet,2024-11-25,2024-11-26,2
6373,Location 13,Dry,2024-11-27,2024-12-11,15
6374,Location 13,Wet,2024-12-12,2024-12-15,4
6375,Location 13,Dry,2024-12-16,2024-12-16,1
6376,Location 13,Wet,2024-12-17,2024-12-17,1
6377,Location 13,Dry,2024-12-18,2024-12-23,6
6378,Location 13,Wet,2024-12-24,2024-12-25,2
6379,Location 13,Dry,2024-12-26,2024-12-26,1
6380,Location 13,Wet,2024-12-27,2024-12-27,1
6381,Location 13,Dry,2024-12-28,2024-12-29,2
6382,Location 13,Wet,2024-12-30,2024-12-30,1
6383,Location 13,Dry,2024-01-01,2024-12-31,366
6384,Location 13,Wet,2024-01-04,2024-01-04,1
6385,Location 13,Dry,2024-01-05,2024-01-06,2
6386,Location 13,Wet,2024-01-07,2024-01-07,1
6387,Location 13,Dry,2024-01-08,2024-01-11,4
6388,Location 13,Wet,2024-01-12,2024-01-12,1
6389,Location 13,Dry,2024-01-13,2024-01-20,8
6390,Location 13,Wet,2024-01-21,2024-01-23,3
6391,Location 13,Dry,2024-01-24,2024-02-01,9
6392,Location 13,Wet,2024-02-02,2024-02-03,2
6393,Location 13,Dry,2024-02-04,2024-02-04,1
6394,Location 13,Wet,2024-02-05,2024-02-10,6
6395,Location 13,Dry,2024-02-11,2024-02-20,10
6396,Location 13,Wet,2024-02-21,2024-02-22,2
6397,Location 13,Dry,2024-02-23,2024-03-01,8
6398,Location 13,Wet,2024-03-02,2024-03-04,3
6399,Location 13,Dry,2024-03-05,2024-03-06,2
6400,Location 13,Wet,2024-03-07,2024-03-07,1
6401,Location 13,Dry,2024-03-08,2024-03-15,8
6402,Location 13,Wet,2024-03-16,2024-03-16,1
6403,Location 13,Dry,2024-03-17,2024-03-23,7
6404,Location 13,Wet,2024-03-24,2024-03-24,1
6405,Location 13,Dry,2024-03-25,2024-03-29,5
6406,Location 13,Wet,2024-03-30,2024-04-01,3
6407,Location 13,Dry,2024-04-02,2024-04-05,4
6408,Location 13,Wet,2024-04-06,2024-04-06,1
6409,Location 13,Dry,2024-04-07,2024-04-13,7
6410,Location 13,Wet,2024-04-14,2024-04-14,1
6411,Location 13,Dry,2024-04-15,2024-05-05,21
6412,Location 13,Wet,2024-05-06,2024-05-06,1
6413,Location 13,Dry,2024-05-07,2024-09-08,125
6414,Location 13,Wet,2024-09-09,2024-09-09,1
6415,Location 13,Dry,2024-09-10,2024-12-31,113
6416,Location 14,Dry,2017-01-01,2017-01-02,2
6417,Location 14,Wet,2017-01-03,2017-01-05,3
6418,Location 14,Dry,2017-01-06,2017-01-06,1
6419,Location 14,Wet,2017-01-07,2017-01-13,7
6420,Location 14,Dry,2017-01-14,2017-01-18,5
6421,Location 14,Wet,2017-01-19,2017-01-24,6
6422,Location 14,Dry,2017-01-25,2017-02-01,8
6423,Location 14,Wet,2017-02-02,2017-02-04,3
6424,Location 14,Dry,2017-02-05,2017-02-05,1
6425,Location 14,Wet,2017-02-06,2017-02-11,6
6426,Location 14,Dry,2017-02-12,2017-02-16,5
6427,Location 14,Wet,2017-02-17,2017-02-18,2
6428,Location 14,Dry,2017-02-19,2017-02-19,1
6429,Location 14,Wet,2017-02-20,2017-02-22,3
6430,Location 14,Dry,2017-02-23,2017-03-04,10
6431,Location 14,Wet,2017-03-05,2017-03-05,1
6432,Location 14,Dry,2017-03-06,2017-03-20,15
6433,Location 14,Wet,2017-03-21,2017-03-23,3
6434,Location 14,Dry,2017-03-24,2017-03-24,1
6435,Location 14,Wet,2017-03-25,2017-03-25,1
6436,Location 14,Dry,2017-03-26,2017-04-06,12
6437,Location 14,Wet,2017-04-07,2017-04-08,2
6438,Location 14,Dry,2017-04-09,2017-04-12,4
6439,Location 14,Wet,2017-04-13,2017-04-13,1
6440,Location 14,Dry,2017-04-14,2017-04-16,3
6441,Location 14,Wet,2017-04-17,2017-04-18,2
6442,Location 14,Dry,2017-04-19,2017-10-19,184
6443,Location 14,Wet,2017-10-20,2017-10-20,1
6444,Location 14,Dry,2017-10-21,2017-11-08,19
6445,Location 14,Wet,2017-11-09,2017-11-09,1
6446,Location 14,Dry,2017-11-10,2017-11-16,7
6447,Location 14,Wet,2017-11-17,2017-11-17,1
6448,Location 14,Dry,2017-11-18,2017-11-26,9
6449,Location 14,Wet,2017-11-27,2017-11-27,1
6450,Location 14,Dry,2017-11-28,2017-12-20,23
6451,Location 14,Wet,2017-12-21,2017-12-21,1
6452,Location 14,Dry,2017-12-22,2017-12-31,10
6453,Location 14,Wet,2017-01-01,2017-01-01,1
6454,Location 14,Dry,2017-01-02,2017-01-05,4
6455,Location 14,Wet,2017-01-06,2017-01-06,1
6456,Location 14,Dry,2017-01-07,2017-01-09,3
6457,Location 14,Wet,2017-01-10,2017-01-10,1
6458,Location 14,Dry,2017-01-11,2017-01-11,1
6459,Location 14,Wet,2017-01-12,2017-01-14,3
6460,Location 14,Dry,2017-01-15,2017-01-19,5
6461,Location 14,Wet,2017-01-20,2017-01-21,2
6462,Location 14,Dry,2017-01-22,2017-01-22,1
6463,Location 14,Wet,2017-01-23,2017-01-24,2
6464,Location 14,Dry,2017-01-25,2017-02-06,13
6465,Location 14,Wet,2017-02-07,2017-02-08,2
6466,Location 14,Dry,2017-02-09,2017-02-17,9
6467,Location 14,Wet,2017-02-18,2017-02-18,1
6468,Location 14,Dry,2017-02-19,2017-02-26,8
6469,Location 14,Wet,2017-02-27,2017-02-28,2
6470,Location 14,Dry,2017-03-01,2017-05-06,67
6471,Location 14,Wet,2017-05-07,2017-05-08,2
6472,Location 14,Dry,2017-05-09,2018-01-03,240
6473,Location 14,Wet,2018-01-04,2018-01-04,1
6474,Location 14,Dry,2018-01-05,2018-01-07,3
6475,Location 14,Wet,2018-01-08,2018-01-10,3
6476,Location 14,Dry,2018-01-11,2018-01-18,8
6477,Location 14,Wet,2018-01-19,2018-01-19,1
6478,Location 14,Dry,2018-01-20,2018-01-24,5
6479,Location 14,Wet,2018-01-25,2018-01-25,1
6480,Location 14,Dry,2018-01-26,2018-02-26,32
6481,Location 14,Wet,2018-02-27,2018-02-27,1
6482,Location 14,Dry,2018-02-28,2018-02-28,1
6483,Location 14,Wet,2018-03-01,2018-03-03,3
6484,Location 14,Dry,2018-03-04,2018-03-12,9
6485,Location 14,Wet,2018-03-13,2018-03-14,2
6486,Location 14,Dry,2018-03-15,2018-03-15,1
